
0.00,9.63,-1.10,1.67,9.63,-1.10,1.66,9.63,-1.10,1.66,1.00,-0.00,-0.00,0.00,1.00,-0.01,0.00,0.01,1.00,0.00,0.01,1.00,0.0003814,1

0.04,9.42,-1.40,1.81,9.44,-1.31,1.77,9.44,-1.31,1.77,1.00,0.01,-0.01,-0.01,1.00,-0.02,0.01,0.02,1.00,0.01,0.02,1.00,0.0010477,1

0.07,9.52,-1.64,1.67,9.58,-1.42,1.56,9.58,-1.42,1.56,1.00,0.02,-0.02,-0.02,1.00,-0.02,0.01,0.02,1.00,0.01,0.02,1.00,0.0013994,1

0.11,10.23,-1.21,1.63,10.30,-0.79,1.43,10.30,-0.79,1.43,1.00,0.04,-0.02,-0.04,1.00,-0.02,0.02,0.02,1.00,0.02,0.02,1.00,0.0022119,1

0.14,10.69,-0.64,1.51,10.75,-0.02,1.22,10.75,-0.02,1.22,1.00,0.06,-0.03,-0.06,1.00,-0.01,0.03,0.01,1.00,0.03,0.01,1.00,0.0022926,1

0.18,10.26,-0.55,1.43,10.31,0.25,1.10,10.31,0.25,1.10,1.00,0.08,-0.03,-0.08,1.00,-0.00,0.03,0.01,1.00,0.03,0.01,1.00,0.0027400,1

0.21,9.74,-1.52,1.68,9.90,-0.55,1.34,9.90,-0.55,1.34,0.99,0.10,-0.04,-0.10,1.00,-0.01,0.04,0.01,1.00,0.04,0.01,1.00,0.0024678,1

0.25,10.88,-1.41,1.78,11.03,-0.13,1.34,11.03,-0.13,1.34,0.99,0.11,-0.04,-0.11,0.99,-0.01,0.04,0.02,1.00,0.04,0.02,1.00,0.0020858,1

0.28,11.01,0.33,2.00,10.96,1.75,1.41,10.96,1.75,1.41,0.99,0.12,-0.05,-0.13,0.99,-0.02,0.05,0.03,1.00,0.05,0.03,1.00,0.0016961,1

0.32,10.89,-0.88,1.85,11.00,0.70,1.17,11.00,0.70,1.17,0.99,0.14,-0.06,-0.14,0.99,-0.02,0.06,0.03,1.00,0.06,0.03,1.00,0.0020021,1

0.35,9.36,-0.51,1.07,9.37,1.06,0.37,9.37,1.06,0.37,0.98,0.17,-0.08,-0.17,0.99,-0.01,0.07,0.02,1.00,0.07,0.02,1.00,0.0052105,1

0.39,8.92,0.12,1.50,8.82,1.88,0.73,8.82,1.88,0.73,0.98,0.19,-0.09,-0.19,0.98,-0.02,0.08,0.03,1.00,0.08,0.03,1.00,0.0051100,1

0.42,9.17,-1.53,2.45,9.46,0.58,1.63,9.46,0.58,1.63,0.97,0.21,-0.09,-0.22,0.98,-0.04,0.08,0.06,0.99,0.08,0.06,0.99,0.0065304,1

0.46,8.89,-1.35,2.60,9.14,0.95,1.77,9.14,0.95,1.77,0.97,0.23,-0.10,-0.23,0.97,-0.07,0.08,0.10,0.99,0.08,0.10,0.99,0.0086445,1

0.49,9.57,-1.59,2.89,9.86,1.12,1.99,9.86,1.12,1.99,0.97,0.24,-0.11,-0.25,0.96,-0.11,0.08,0.13,0.99,0.08,0.13,0.99,0.0075717,1

0.53,9.48,-1.84,2.79,9.81,1.07,1.90,9.81,1.07,1.90,0.96,0.25,-0.11,-0.27,0.96,-0.13,0.08,0.15,0.99,0.08,0.15,0.99,0.0040652,1

0.56,8.92,-1.84,2.24,9.21,1.02,1.44,9.21,1.02,1.44,0.96,0.27,-0.11,-0.28,0.95,-0.13,0.07,0.16,0.99,0.07,0.16,0.99,0.0019698,1

0.60,8.99,-1.12,1.53,9.00,1.71,0.63,9.00,1.71,0.63,0.95,0.28,-0.11,-0.30,0.95,-0.13,0.07,0.16,0.99,0.07,0.16,0.99,0.0007976,1

0.63,9.56,-0.56,1.28,9.36,2.40,0.23,9.36,2.40,0.23,0.95,0.28,-0.12,-0.30,0.94,-0.13,0.07,0.16,0.98,0.07,0.16,0.98,0.0001677,1

0.67,10.45,-0.43,1.85,10.21,2.85,0.67,10.21,2.85,0.67,0.95,0.28,-0.12,-0.30,0.94,-0.14,0.07,0.17,0.98,0.07,0.17,0.98,0.0001524,1

0.70,9.73,-0.08,1.69,9.42,2.89,0.55,9.42,2.89,0.55,0.95,0.28,-0.11,-0.29,0.95,-0.15,0.07,0.17,0.98,0.07,0.17,0.98,0.0006300,1

0.74,9.27,-0.30,1.87,9.08,2.52,0.86,9.08,2.52,0.86,0.96,0.27,-0.11,-0.28,0.95,-0.16,0.06,0.18,0.98,0.06,0.18,0.98,0.0014230,1

0.77,8.98,0.06,1.61,8.72,2.61,0.61,8.72,2.61,0.61,0.96,0.25,-0.11,-0.26,0.95,-0.18,0.06,0.20,0.98,0.06,0.20,0.98,0.0031057,1

0.81,9.14,0.39,1.56,8.82,2.83,0.53,8.82,2.83,0.53,0.97,0.23,-0.10,-0.25,0.95,-0.19,0.05,0.21,0.98,0.05,0.21,0.98,0.0030373,1

0.84,9.50,0.41,1.99,9.22,2.93,0.95,9.22,2.93,0.95,0.97,0.22,-0.09,-0.24,0.95,-0.20,0.04,0.22,0.97,0.04,0.22,0.97,0.0015316,1

0.88,9.60,0.36,2.25,9.34,2.90,1.27,9.34,2.90,1.27,0.97,0.21,-0.09,-0.23,0.95,-0.21,0.04,0.22,0.97,0.04,0.22,0.97,0.0006728,1

0.91,9.83,0.32,2.28,9.58,2.88,1.36,9.58,2.88,1.36,0.97,0.21,-0.08,-0.22,0.95,-0.22,0.03,0.23,0.97,0.03,0.23,0.97,0.0008238,1

0.95,9.61,0.12,1.27,9.37,2.40,0.51,9.37,2.40,0.51,0.98,0.21,-0.07,-0.22,0.95,-0.22,0.02,0.23,0.97,0.02,0.23,0.97,0.0004047,1

0.98,9.82,0.87,1.52,9.41,3.22,0.65,9.41,3.22,0.65,0.98,0.21,-0.06,-0.22,0.95,-0.23,0.01,0.23,0.97,0.01,0.23,0.97,0.0005033,1

1.02,10.18,0.59,1.10,9.83,2.92,0.34,9.83,2.92,0.34,0.98,0.21,-0.06,-0.21,0.95,-0.24,0.00,0.25,0.97,0.00,0.25,0.97,0.0017724,1

1.05,10.16,0.41,1.08,9.84,2.74,0.41,9.84,2.74,0.41,0.98,0.20,-0.05,-0.21,0.94,-0.26,-0.01,0.27,0.96,-0.01,0.27,0.96,0.0025526,1

1.09,10.63,0.47,0.88,10.29,2.82,0.21,10.29,2.82,0.21,0.98,0.20,-0.05,-0.21,0.94,-0.28,-0.01,0.28,0.96,-0.01,0.28,0.96,0.0020025,1

1.12,10.44,0.78,0.92,10.04,3.09,0.17,10.04,3.09,0.17,0.98,0.20,-0.04,-0.20,0.93,-0.30,-0.02,0.30,0.95,-0.02,0.30,0.95,0.0027364,1

1.16,10.56,0.82,0.56,10.17,3.01,-0.19,10.17,3.01,-0.19,0.98,0.20,-0.04,-0.20,0.92,-0.33,-0.02,0.33,0.94,-0.02,0.33,0.94,0.0039106,1

1.19,10.38,0.63,0.54,10.04,2.75,-0.17,10.04,2.75,-0.17,0.98,0.19,-0.04,-0.19,0.92,-0.35,-0.03,0.35,0.94,-0.03,0.35,0.94,0.0044209,1

1.23,10.23,1.01,-0.01,9.85,2.79,-0.88,9.85,2.79,-0.88,0.98,0.18,-0.05,-0.19,0.90,-0.39,-0.03,0.39,0.92,-0.03,0.39,0.92,0.0102568,1

1.26,11.84,1.25,0.19,11.44,3.15,-1.05,11.44,3.15,-1.05,0.98,0.17,-0.05,-0.17,0.87,-0.46,-0.03,0.46,0.89,-0.03,0.46,0.89,0.0311006,1

1.30,9.44,0.81,1.94,9.14,3.08,0.71,9.14,3.08,0.71,0.99,0.14,-0.05,-0.15,0.83,-0.55,-0.04,0.55,0.84,-0.04,0.55,0.84,0.0600509,1

1.33,8.34,-0.84,1.55,8.30,1.36,1.34,8.30,1.36,1.34,0.99,0.13,-0.05,-0.13,0.77,-0.62,-0.04,0.62,0.78,-0.04,0.62,0.78,0.0485413,1

1.37,8.13,-0.67,3.06,8.02,2.45,2.37,8.02,2.45,2.37,0.99,0.11,-0.04,-0.11,0.74,-0.67,-0.04,0.67,0.75,-0.04,0.67,0.75,0.0199854,1

1.40,7.34,-3.79,1.65,7.60,-0.84,3.53,7.60,-0.84,3.53,0.99,0.10,-0.04,-0.10,0.71,-0.70,-0.04,0.70,0.71,-0.04,0.70,0.71,0.0130265,1

1.44,7.78,-3.30,5.78,7.80,2.49,6.15,7.80,2.49,6.15,0.99,0.09,-0.03,-0.09,0.70,-0.71,-0.04,0.70,0.71,-0.04,0.70,0.71,0.0005755,1

1.47,10.18,0.84,6.57,9.67,6.28,3.78,9.67,6.28,3.78,0.99,0.11,-0.03,-0.10,0.71,-0.70,-0.05,0.70,0.72,-0.05,0.70,0.72,0.0017724,1

1.51,11.03,1.41,0.40,10.74,2.69,-1.05,10.74,2.69,-1.05,0.99,0.13,-0.03,-0.12,0.72,-0.68,-0.06,0.68,0.73,-0.06,0.68,0.73,0.0035815,1

1.54,12.74,0.89,-2.93,12.73,0.43,-3.07,12.73,0.43,-3.07,0.99,0.14,-0.03,-0.12,0.72,-0.69,-0.08,0.68,0.73,-0.08,0.68,0.73,0.0013204,1

1.58,9.96,-0.66,2.56,9.68,2.80,2.13,9.68,2.80,2.13,0.99,0.16,-0.02,-0.13,0.72,-0.68,-0.09,0.68,0.73,-0.09,0.68,0.73,0.0016178,1

1.61,9.89,0.52,2.43,9.41,3.72,1.29,9.41,3.72,1.29,0.98,0.17,-0.01,-0.14,0.72,-0.68,-0.11,0.67,0.73,-0.11,0.67,0.73,0.0018949,1

1.65,9.79,0.03,2.18,9.36,3.28,1.55,9.36,3.28,1.55,0.98,0.18,-0.00,-0.14,0.72,-0.68,-0.12,0.67,0.73,-0.12,0.67,0.73,0.0013760,1

1.68,9.91,0.56,3.07,9.23,4.35,1.93,9.23,4.35,1.93,0.98,0.19,0.01,-0.14,0.72,-0.68,-0.13,0.67,0.73,-0.13,0.67,0.73,0.0008602,1

1.72,9.69,-0.48,3.36,9.08,3.81,2.91,9.08,3.81,2.91,0.98,0.20,0.01,-0.14,0.72,-0.68,-0.14,0.67,0.73,-0.14,0.67,0.73,0.0005329,1

1.75,9.35,0.45,3.21,8.61,4.36,2.20,8.61,4.36,2.20,0.98,0.20,0.02,-0.13,0.71,-0.69,-0.15,0.67,0.73,-0.15,0.67,0.73,0.0006606,1

1.79,9.64,-0.31,2.47,9.08,3.41,2.25,9.08,3.41,2.25,0.98,0.20,0.03,-0.13,0.71,-0.69,-0.16,0.68,0.72,-0.16,0.68,0.72,0.0009092,1

1.82,9.49,-0.55,2.72,8.89,3.44,2.64,8.89,3.44,2.64,0.98,0.21,0.03,-0.13,0.71,-0.70,-0.17,0.68,0.72,-0.17,0.68,0.72,0.0005098,1

1.86,9.94,0.04,2.87,9.20,4.09,2.39,9.20,4.09,2.39,0.98,0.21,0.04,-0.13,0.70,-0.70,-0.18,0.68,0.71,-0.18,0.68,0.71,0.0003171,1

1.89,9.52,-0.02,3.43,8.67,4.38,2.83,8.67,4.38,2.83,0.98,0.22,0.04,-0.13,0.70,-0.70,-0.18,0.68,0.71,-0.18,0.68,0.71,0.0003103,1

1.93,9.55,0.03,2.64,8.81,3.93,2.25,8.81,3.93,2.25,0.97,0.22,0.04,-0.13,0.70,-0.71,-0.19,0.68,0.71,-0.19,0.68,0.71,0.0002530,1

1.96,9.50,0.00,3.60,8.56,4.60,2.97,8.56,4.60,2.97,0.97,0.22,0.05,-0.13,0.69,-0.71,-0.19,0.69,0.70,-0.19,0.69,0.70,0.0002026,1

2.00,9.41,0.14,3.52,8.45,4.65,2.81,8.45,4.65,2.81,0.97,0.23,0.05,-0.13,0.69,-0.71,-0.19,0.69,0.70,-0.19,0.69,0.70,0.0001647,1

2.03,9.46,0.04,3.07,8.58,4.34,2.54,8.58,4.34,2.54,0.97,0.23,0.05,-0.13,0.69,-0.72,-0.20,0.69,0.70,-0.20,0.69,0.70,0.0001876,1

2.07,9.36,0.41,3.62,8.31,4.98,2.64,8.31,4.98,2.64,0.97,0.23,0.05,-0.13,0.68,-0.72,-0.20,0.69,0.69,-0.20,0.69,0.69,0.0004176,1

2.10,9.40,0.45,3.55,8.35,4.98,2.57,8.35,4.98,2.57,0.97,0.23,0.05,-0.13,0.68,-0.73,-0.20,0.70,0.69,-0.20,0.70,0.69,0.0003078,1

2.14,9.40,0.44,3.50,8.36,4.93,2.56,8.36,4.93,2.56,0.97,0.23,0.05,-0.12,0.67,-0.73,-0.20,0.70,0.68,-0.20,0.70,0.68,0.0003024,1

2.17,9.47,0.23,3.25,8.51,4.60,2.56,8.51,4.60,2.56,0.97,0.23,0.06,-0.11,0.67,-0.73,-0.20,0.71,0.68,-0.20,0.71,0.68,0.0004941,1

2.21,9.48,-0.13,3.92,8.46,4.79,3.29,8.46,4.79,3.29,0.97,0.22,0.06,-0.11,0.67,-0.74,-0.20,0.71,0.67,-0.20,0.71,0.67,0.0004573,1

2.24,9.47,0.18,3.60,8.49,4.75,2.85,8.49,4.75,2.85,0.97,0.22,0.06,-0.10,0.66,-0.74,-0.20,0.72,0.67,-0.20,0.72,0.67,0.0004085,1

2.28,9.39,-0.64,2.99,8.63,3.74,3.03,8.63,3.74,3.03,0.98,0.21,0.06,-0.10,0.66,-0.75,-0.20,0.72,0.66,-0.20,0.72,0.66,0.0001973,1

2.31,9.47,-0.14,3.62,8.55,4.54,3.04,8.55,4.54,3.04,0.98,0.21,0.06,-0.10,0.65,-0.75,-0.20,0.73,0.66,-0.20,0.73,0.66,0.0002458,1

2.35,9.45,-0.25,3.08,8.66,4.09,2.70,8.66,4.09,2.70,0.98,0.21,0.05,-0.10,0.65,-0.75,-0.19,0.73,0.66,-0.19,0.73,0.66,0.0002746,1

2.38,9.32,0.00,3.39,8.45,4.48,2.63,8.45,4.48,2.63,0.98,0.21,0.05,-0.11,0.64,-0.76,-0.19,0.73,0.65,-0.19,0.73,0.65,0.0004588,1

2.42,9.52,0.28,3.11,8.67,4.52,2.15,8.67,4.52,2.15,0.98,0.22,0.04,-0.11,0.64,-0.76,-0.19,0.74,0.65,-0.19,0.74,0.65,0.0006184,1

2.45,9.64,0.72,3.49,8.71,5.10,1.97,8.71,5.10,1.97,0.98,0.21,0.03,-0.11,0.63,-0.77,-0.18,0.75,0.64,-0.18,0.75,0.64,0.0008690,1

2.49,9.93,0.97,3.27,9.06,5.07,1.56,9.06,5.07,1.56,0.98,0.20,0.03,-0.11,0.62,-0.77,-0.17,0.76,0.63,-0.17,0.76,0.63,0.0012682,1

2.52,9.49,1.05,3.50,8.68,5.06,1.59,8.68,5.06,1.59,0.98,0.18,0.02,-0.10,0.62,-0.78,-0.16,0.76,0.63,-0.16,0.76,0.63,0.0023647,1

2.56,10.29,0.34,3.36,9.68,4.39,2.07,9.68,4.39,2.07,0.99,0.15,0.03,-0.07,0.61,-0.79,-0.14,0.77,0.62,-0.14,0.77,0.62,0.0060081,1

2.59,10.48,0.35,2.81,10.08,3.61,1.78,10.08,3.61,1.78,0.99,0.11,0.03,-0.05,0.61,-0.79,-0.11,0.78,0.61,-0.11,0.78,0.61,0.0087893,1

2.63,10.66,1.84,1.84,10.47,3.29,0.05,10.47,3.29,0.05,1.00,0.07,0.04,-0.00,0.58,-0.81,-0.08,0.81,0.58,-0.08,0.81,0.58,0.0230711,1

2.66,10.74,1.83,4.51,10.54,5.07,1.46,10.54,5.07,1.46,1.00,0.02,0.07,0.05,0.51,-0.86,-0.06,0.86,0.50,-0.06,0.86,0.50,0.0649703,1

2.70,9.34,1.34,6.03,9.26,5.93,2.13,9.26,5.93,2.13,0.99,-0.02,0.11,0.11,0.38,-0.92,-0.03,0.92,0.38,-0.03,0.92,0.38,0.1250922,1

2.73,7.90,2.61,7.60,8.24,7.66,0.57,8.24,7.66,0.57,0.99,-0.04,0.17,0.17,0.23,-0.96,0.00,0.97,0.23,0.00,0.97,0.23,0.1896851,1

2.77,7.85,1.96,7.31,8.34,7.01,0.43,8.34,7.01,0.43,0.98,-0.06,0.21,0.21,0.09,-0.97,0.04,1.00,0.10,0.04,1.00,0.10,0.1345010,1

2.80,7.96,1.55,6.19,8.50,5.64,0.27,8.50,5.64,0.27,0.97,-0.06,0.23,0.23,-0.02,-0.97,0.07,1.00,-0.01,0.07,1.00,-0.01,0.0650252,1

2.84,8.24,0.87,5.54,8.71,4.82,0.53,8.71,4.82,0.53,0.97,-0.07,0.23,0.22,-0.11,-0.97,0.09,0.99,-0.09,0.09,0.99,-0.09,0.0503240,1

2.87,8.78,0.60,4.53,9.17,3.67,0.55,9.17,3.67,0.55,0.97,-0.07,0.22,0.20,-0.19,-0.96,0.11,0.98,-0.17,0.11,0.98,-0.17,0.0393726,1

2.91,9.34,0.37,4.02,9.69,3.05,0.47,9.69,3.05,0.47,0.98,-0.08,0.19,0.17,-0.26,-0.95,0.12,0.96,-0.25,0.12,0.96,-0.25,0.0382589,1

2.94,9.25,-0.63,3.99,9.54,3.20,0.85,9.54,3.20,0.85,0.98,-0.08,0.17,0.13,-0.34,-0.93,0.13,0.94,-0.32,0.13,0.94,-0.32,0.0395368,1

2.98,10.41,-1.14,4.28,10.73,3.50,0.74,10.73,3.50,0.74,0.99,-0.08,0.14,0.09,-0.41,-0.91,0.13,0.91,-0.40,0.13,0.91,-0.40,0.0449385,1

3.01,8.81,-6.01,1.89,8.61,3.82,5.36,8.61,3.82,5.36,0.99,-0.09,0.12,0.06,-0.49,-0.87,0.13,0.87,-0.48,0.13,0.87,-0.48,0.0441374,1

3.05,9.51,-6.51,2.93,9.61,5.02,4.90,9.61,5.02,4.90,0.99,-0.09,0.09,0.03,-0.53,-0.85,0.13,0.84,-0.52,0.13,0.84,-0.52,0.0176029,1

3.08,9.16,-8.42,3.91,9.24,7.33,5.56,9.24,7.33,5.56,0.99,-0.08,0.10,0.04,-0.58,-0.81,0.12,0.81,-0.57,0.12,0.81,-0.57,0.0225706,1

3.12,9.19,-8.77,4.78,9.05,8.80,4.97,9.05,8.80,4.97,0.99,-0.04,0.12,0.07,-0.63,-0.78,0.11,0.78,-0.62,0.11,0.78,-0.62,0.0246772,1

3.15,14.47,-3.01,-0.91,13.92,0.77,5.00,13.92,0.77,5.00,0.99,-0.03,0.15,0.10,-0.63,-0.77,0.11,0.78,-0.62,0.11,0.78,-0.62,0.0052420,1

3.19,11.39,-0.39,1.48,11.35,1.32,1.22,11.35,1.32,1.22,0.99,-0.01,0.16,0.12,-0.63,-0.77,0.11,0.78,-0.62,0.11,0.78,-0.62,0.0038182,1

3.22,8.39,0.01,4.14,8.67,3.33,-1.14,8.67,3.33,-1.14,0.99,0.01,0.17,0.14,-0.63,-0.76,0.10,0.78,-0.62,0.10,0.78,-0.62,0.0030856,1

3.26,9.71,-0.17,3.73,9.87,3.27,-0.40,9.87,3.27,-0.40,0.98,0.03,0.19,0.16,-0.63,-0.76,0.10,0.78,-0.62,0.10,0.78,-0.62,0.0022037,1

3.29,10.32,0.50,3.61,10.54,2.91,-0.61,10.54,2.91,-0.61,0.98,0.04,0.20,0.18,-0.63,-0.75,0.09,0.77,-0.63,0.09,0.77,-0.63,0.0022735,1

3.33,9.22,-0.51,3.89,9.25,3.84,-0.13,9.25,3.84,-0.13,0.98,0.06,0.21,0.20,-0.64,-0.75,0.09,0.77,-0.63,0.09,0.77,-0.63,0.0021679,1

3.36,9.81,-1.31,3.48,9.59,4.12,0.99,9.59,4.12,0.99,0.97,0.06,0.22,0.21,-0.62,-0.76,0.09,0.78,-0.62,0.09,0.78,-0.62,0.0020691,1

3.40,9.16,-0.45,3.33,9.11,3.47,0.36,9.11,3.47,0.36,0.97,0.06,0.22,0.21,-0.61,-0.76,0.09,0.79,-0.61,0.09,0.79,-0.61,0.0007565,1

3.43,9.34,-1.34,3.47,9.11,4.14,1.01,9.11,4.14,1.01,0.97,0.06,0.22,0.21,-0.61,-0.77,0.09,0.79,-0.60,0.09,0.79,-0.60,0.0005232,1

3.47,9.60,-0.70,3.33,9.49,3.64,0.62,9.49,3.64,0.62,0.97,0.06,0.22,0.21,-0.60,-0.77,0.08,0.80,-0.60,0.08,0.80,-0.60,0.0007233,1

3.50,9.47,-0.33,3.33,9.44,3.42,0.30,9.44,3.42,0.30,0.98,0.06,0.21,0.20,-0.59,-0.78,0.08,0.81,-0.59,0.08,0.81,-0.59,0.0010094,1

3.54,9.39,0.15,3.66,9.47,3.45,-0.23,9.47,3.45,-0.23,0.98,0.06,0.21,0.21,-0.58,-0.79,0.08,0.82,-0.57,0.08,0.82,-0.57,0.0015686,1

3.57,9.50,2.05,3.85,9.98,2.66,-1.60,9.98,2.66,-1.60,0.97,0.07,0.23,0.23,-0.56,-0.79,0.08,0.82,-0.56,0.08,0.82,-0.56,0.0037525,1

3.61,9.78,2.22,4.86,10.40,3.63,-1.68,10.40,3.63,-1.68,0.96,0.09,0.28,0.28,-0.55,-0.78,0.09,0.83,-0.55,0.09,0.83,-0.55,0.0170057,1

3.64,11.49,1.08,4.75,11.55,4.70,0.62,11.55,4.70,0.62,0.93,0.11,0.35,0.35,-0.54,-0.77,0.10,0.84,-0.54,0.10,0.84,-0.54,0.0340718,1

3.68,18.90,-1.74,3.42,16.63,6.60,7.21,16.63,6.60,7.21,0.90,0.15,0.40,0.42,-0.50,-0.76,0.09,0.86,-0.51,0.09,0.86,-0.51,0.9863536,1

