
0.00,0.18,0.07,-9.59,0.00,0.00,0.00,0.18,0.07,-9.59,1.00,-0.00,0.00,0.00,1.00,-0.00,-0.00,0.00,1.00,1

0.03,0.18,0.07,-9.60,0.00,0.00,0.00,0.17,0.08,-9.60,1.00,-0.00,0.00,0.00,1.00,-0.00,-0.00,0.00,1.00,1

0.07,0.19,0.07,-9.60,0.00,0.00,0.00,0.18,0.09,-9.60,1.00,-0.00,0.00,0.00,1.00,-0.00,-0.00,0.00,1.00,1

0.10,0.18,0.07,-9.61,0.00,0.00,0.00,0.18,0.10,-9.61,1.00,-0.00,0.00,0.00,1.00,-0.00,-0.00,0.00,1.00,1

0.13,0.18,0.07,-9.59,0.00,0.00,0.00,0.17,0.11,-9.59,1.00,-0.00,0.00,0.00,1.00,-0.00,-0.00,0.00,1.00,1

0.17,0.19,0.06,-9.61,0.00,0.00,0.00,0.18,0.10,-9.61,1.00,-0.00,0.00,0.00,1.00,-0.00,-0.00,0.00,1.00,1

0.20,0.18,0.07,-9.60,0.00,0.00,0.00,0.17,0.12,-9.60,1.00,-0.00,0.00,0.00,1.00,-0.01,-0.00,0.01,1.00,1

0.23,0.18,0.08,-9.61,0.00,0.00,0.00,0.17,0.14,-9.61,1.00,-0.00,0.00,0.00,1.00,-0.01,-0.00,0.01,1.00,1

0.26,0.19,0.07,-9.61,0.00,0.00,0.00,0.17,0.13,-9.61,1.00,-0.00,0.00,0.00,1.00,-0.01,-0.00,0.01,1.00,1

0.30,0.20,0.07,-9.61,0.00,0.00,0.00,0.18,0.14,-9.61,1.00,-0.00,0.00,0.00,1.00,-0.01,-0.00,0.01,1.00,1

0.33,0.18,0.08,-9.60,0.00,0.00,0.00,0.16,0.16,-9.60,1.00,-0.00,0.00,0.00,1.00,-0.01,-0.00,0.01,1.00,1

0.36,0.18,0.06,-9.59,0.00,0.00,0.00,0.16,0.14,-9.59,1.00,-0.00,0.00,0.00,1.00,-0.01,-0.00,0.01,1.00,1

0.40,0.18,0.08,-9.59,0.00,0.00,0.00,0.15,0.17,-9.59,1.00,-0.00,0.00,0.00,1.00,-0.01,-0.00,0.01,1.00,1

0.43,0.19,0.06,-9.61,0.00,0.00,0.00,0.16,0.17,-9.61,1.00,-0.00,0.00,0.00,1.00,-0.01,-0.00,0.01,1.00,1

0.46,0.18,0.07,-9.61,0.00,0.00,0.00,0.15,0.18,-9.61,1.00,-0.00,0.00,0.00,1.00,-0.01,-0.00,0.01,1.00,1

0.49,0.18,0.07,-9.62,0.00,0.00,0.00,0.15,0.19,-9.62,1.00,-0.00,0.00,0.00,1.00,-0.01,-0.00,0.01,1.00,1

0.53,0.19,0.07,-9.59,0.00,0.00,0.00,0.16,0.19,-9.59,1.00,-0.01,0.00,0.01,1.00,-0.01,-0.00,0.01,1.00,1

0.56,0.18,0.07,-9.61,0.00,0.00,0.00,0.14,0.21,-9.61,1.00,-0.01,0.00,0.01,1.00,-0.01,-0.00,0.01,1.00,1

0.59,0.18,0.07,-9.60,0.00,0.00,0.00,0.15,0.21,-9.60,1.00,-0.01,0.00,0.01,1.00,-0.01,-0.00,0.01,1.00,1

0.63,0.17,0.07,-9.61,0.00,0.00,0.00,0.14,0.21,-9.61,1.00,-0.01,0.00,0.01,1.00,-0.02,-0.00,0.02,1.00,1

