t,y
0.0,0.0
0.05,0.04997916927067833
0.1,0.09983341664682815
0.15000000000000002,0.14943813247359924
0.2,0.19866933079506122
0.25,0.24740395925452294
0.3,0.29552020666133955
0.35,0.34289780745545134
0.39999999999999997,0.38941834230865047
0.44999999999999996,0.4349655341112302
0.49999999999999994,0.47942553860420295
0.5499999999999999,0.5226872289306591
0.6,0.5646424733950354
0.65,0.6051864057360395
0.7000000000000001,0.6442176872376911
0.7500000000000001,0.6816387600233342
0.8000000000000002,0.7173560908995229
0.8500000000000002,0.7512804051402928
0.9000000000000002,0.7833269096274835
0.9500000000000003,0.813415504789374
1.0000000000000002,0.8414709848078966
1.0500000000000003,0.8674232255940171
1.1000000000000003,0.8912073600614355
1.1500000000000004,0.9127639402605212
1.2000000000000004,0.9320390859672265
1.2500000000000004,0.9489846193555863
1.3000000000000005,0.9635581854171931
1.3500000000000005,0.9757233578266592
1.4000000000000006,0.9854497299884603
1.4500000000000006,0.9927129910375886
1.5000000000000007,0.9974949866040544
1.5500000000000007,0.999783764189357
1.6000000000000008,0.9995736030415051
1.6500000000000008,0.9968650284539188
1.7000000000000008,0.9916648104524685
1.7500000000000009,0.9839859468739367
1.800000000000001,0.9738476308781949
1.850000000000001,0.9612752029752997
1.900000000000001,0.9463000876874141
1.950000000000001,0.9289597150038689
2.000000000000001,0.9092974268256814
2.0500000000000007,0.8873623686333751
2.1000000000000005,0.8632093666488735
2.1500000000000004,0.8368987907984975
2.2,0.8084964038195901
2.25,0.7780731968879212
2.3,0.7457052121767203
2.3499999999999996,0.7114733527908447
2.3999999999999995,0.6754631805511513
2.4499999999999993,0.6377647021345043
2.499999999999999,0.5984721441039572
2.549999999999999,0.5576837173914178
2.5999999999999988,0.5155013718214653
2.6499999999999986,0.4720305412898838
2.6999999999999984,0.4273798802338314
2.7499999999999982,0.38166099205233334
2.799999999999998,0.33498815015590677
2.849999999999998,0.28747801234254655
2.8999999999999977,0.23924932921398456
2.9499999999999975,0.19042264736102968
2.9999999999999973,0.14112000805986985
3.049999999999997,0.09146464223243984
3.099999999999997,0.0415806624332936
3.149999999999997,-0.00840724736714551
3.1999999999999966,-0.05837414342757654
3.2499999999999964,-0.10819513453010485
3.2999999999999963,-0.15774569414324469
3.349999999999996,-0.20690197167339586
3.399999999999996,-0.2555411020268274
3.4499999999999957,-0.3035415127084251
3.4999999999999956,-0.3507832276896157
3.5499999999999954,-0.3971481672859557
3.599999999999995,-0.4425204432948481
3.649999999999995,-0.48678664865569515
3.699999999999995,-0.5298361409084889
3.7499999999999947,-0.5715613187423394
3.7999999999999945,-0.6118578909427147
3.8499999999999943,-0.650625137065163
3.899999999999994,-0.6877661591839695
3.949999999999994,-0.7231881240865078
3.999999999999994,-0.7568024953079242
4.049999999999994,-0.7885252544261911
4.099999999999993,-0.8182771110644067
4.149999999999993,-0.8459837010754427
4.199999999999993,-0.8715757724135846
4.249999999999993,-0.8949893582285804
4.299999999999993,-0.916165936749452
4.3499999999999925,-0.9350525775584465
4.399999999999992,-0.9516020738895136
4.449999999999992,-0.9657730606206367
4.499999999999992,-0.9775301176650953
4.549999999999992,-0.9868438585032353
4.599999999999992,-0.9936910036334635
4.6499999999999915,-0.9980544387588789
4.699999999999991,-0.9999232575641008
4.749999999999991,-0.9992927889753783
4.799999999999991,-0.9961646088358415
4.849999999999991,-0.9905465359667145
4.899999999999991,-0.9824526126243343
4.94999999999999,-0.971903069401823
4.99999999999999,-0.9589242746631412
5.04999999999999,-0.9435486686359098
5.09999999999999,-0.9258146823277361
5.14999999999999,-0.905766641468709
5.1999999999999895,-0.8834546557201581
5.249999999999989,-0.8589344934265974
5.299999999999989,-0.8322674422239071
5.349999999999989,-0.8035201558521622
5.399999999999989,-0.7727644875559945
5.449999999999989,-0.7400773104889021
5.4999999999999885,-0.7055403255704
5.549999999999988,-0.6692398572762706
5.599999999999988,-0.6312666378723305
5.649999999999988,-0.5917155806310194
5.699999999999988,-0.550685542597648
5.749999999999988,-0.508279077499269
5.799999999999987,-0.46460217941376836
5.849999999999987,-0.41976401783987094
5.899999999999987,-0.3738766648302484
5.949999999999987,-0.32705481486975324
5.999999999999987,-0.2794154981989387
6.0499999999999865,-0.2310777882994052
6.099999999999986,-0.18216250427210898
6.149999999999986,-0.1327919088525308
6.199999999999986,-0.08308940281751057
6.249999999999986,-0.03317921654757102
6.299999999999986,0.016813900484335505
6.349999999999985,0.06676499152154129
6.399999999999985,0.11654920485047865
6.449999999999985,0.16604210586494234
6.499999999999985,0.21511998808780078
6.549999999999985,0.2636601823727638
6.5999999999999845,0.3115413635133635
6.649999999999984,0.35864385349278544
6.699999999999984,0.4048499206165837
6.749999999999984,0.45004407378060335
6.799999999999984,0.4941133511385943
6.849999999999984,0.5369476024479976
6.8999999999999835,0.5784397643881863
6.949999999999983,0.6184861281630106
6.999999999999983,0.6569865987187764
7.049999999999983,0.6938449449297515
7.099999999999983,0.7289690401258644
7.149999999999983,0.7622710923613998
7.199999999999982,0.7936678638491423
7.249999999999982,0.8230808790114954
7.299999999999982,0.8504366206285551
7.349999999999982,0.8756667135928736
7.399999999999982,0.8987080958116187
7.4499999999999815,0.9195031758289633
7.499999999999981,0.9379999767747323
7.549999999999981,0.9541522662795092
7.599999999999981,0.9679196720314817
7.649999999999981,0.9792677826861961
7.699999999999981,0.9881682338769974
7.7499999999999805,0.9945987791111741
7.79999999999998,0.9985433453746039
7.84999999999998,0.9999920733059187
7.89999999999998,0.998941341839773
7.94999999999998,0.9953937772576218
7.99999999999998,0.9893582466233848
8.04999999999998,0.9808498356204037
8.09999999999998,0.9698898108450911
8.14999999999998,0.9565055666515148
8.199999999999982,0.9407305566797791
8.249999999999982,0.9226042102393471
8.299999999999983,0.902171833756301
8.349999999999984,0.8794844975308724
8.399999999999984,0.8545989080882888
8.449999999999985,0.8275772664419919
8.499999999999986,0.7984871126234988
8.549999999999986,0.7674011568674964
8.599999999999987,0.7343970978741218
8.649999999999988,0.6995574286026769
8.699999999999989,0.6629692300821913
8.74999999999999,0.6247239537542008
8.79999999999999,0.5849171928917704
8.84999999999999,0.5436484436660959
8.899999999999991,0.5010208564578924
8.949999999999992,0.4571409780351621
8.999999999999993,0.41211848524176303
9.049999999999994,0.36606591086241763
9.099999999999994,0.3190983623493572
9.149999999999995,0.27133323411363786
9.199999999999996,0.2228899141002511
9.249999999999996,0.17388948538043705
9.299999999999997,0.12445442350706523
9.349999999999998,0.07470829038953655
9.399999999999999,0.02477542545335954
9.45,-0.02521936514365872
9.5,-0.0751511204618093
9.55,-0.12489503711675232
9.600000000000001,-0.1743267812229814
9.650000000000002,-0.2233227991637856
9.700000000000003,-0.27176062641094584
9.750000000000004,-0.319519193622277
9.800000000000004,-0.3664791292519317
9.850000000000005,-0.41252305791709754
9.900000000000006,-0.4575358937753261
9.950000000000006,-0.5014051281792036
10.000000000000007,-0.5440211108893758
10.050000000000008,-0.5852773241430421
10.100000000000009,-0.625070648892889
10.15000000000001,-0.6633016225510047
10.20000000000001,-0.69987468759355
10.25000000000001,-0.7346984304048026
10.300000000000011,-0.7676858097635892
10.350000000000012,-0.7987543744010078
