
0.00,0.29,0.02,-9.73,0.29,0.02,-9.73,0.29,0.02,-9.73,1.00,0.00,-0.00,-0.00,1.00,0.00,0.00,-0.00,1.00,1

0.03,0.27,0.01,-9.74,0.26,0.02,-9.74,0.26,0.02,-9.74,1.00,0.00,-0.00,-0.00,1.00,0.00,0.00,-0.00,1.00,1

0.07,0.27,0.01,-9.72,0.26,0.03,-9.72,0.26,0.03,-9.72,1.00,0.00,-0.00,-0.00,1.00,0.00,0.00,-0.00,1.00,1

0.10,0.27,0.01,-9.74,0.26,0.03,-9.74,0.26,0.03,-9.74,1.00,0.00,-0.00,-0.00,1.00,0.00,0.00,-0.00,1.00,1

0.13,0.28,0.02,-9.74,0.27,0.05,-9.74,0.27,0.05,-9.74,1.00,0.00,-0.00,-0.00,1.00,0.00,0.00,-0.00,1.00,1

0.17,0.27,0.01,-9.73,0.26,0.04,-9.73,0.26,0.04,-9.73,1.00,0.00,-0.00,-0.00,1.00,0.00,0.00,-0.00,1.00,1

0.20,0.29,0.01,-9.73,0.28,0.05,-9.73,0.28,0.05,-9.73,1.00,0.00,-0.00,-0.00,1.00,0.00,0.00,-0.00,1.00,1

0.23,0.26,0.01,-9.73,0.25,0.06,-9.73,0.25,0.06,-9.73,1.00,0.00,-0.00,-0.00,1.00,0.01,0.00,-0.01,1.00,1

0.27,0.28,0.02,-9.75,0.27,0.08,-9.75,0.27,0.08,-9.75,1.00,0.00,-0.00,-0.00,1.00,0.01,0.00,-0.01,1.00,1

0.30,0.28,0.02,-9.73,0.26,0.09,-9.73,0.26,0.09,-9.73,1.00,0.00,-0.00,-0.00,1.00,0.01,0.00,-0.01,1.00,1

0.33,0.27,0.01,-9.74,0.26,0.09,-9.74,0.26,0.09,-9.74,1.00,0.00,-0.00,-0.00,1.00,0.01,0.00,-0.01,1.00,1

0.37,0.28,0.02,-9.75,0.26,0.10,-9.75,0.26,0.10,-9.75,1.00,0.00,-0.00,-0.00,1.00,0.01,0.00,-0.01,1.00,1

0.40,0.27,0.01,-9.74,0.25,0.10,-9.74,0.25,0.10,-9.74,1.00,0.00,-0.00,-0.00,1.00,0.01,0.00,-0.01,1.00,1

0.43,0.28,0.01,-9.74,0.26,0.10,-9.74,0.26,0.10,-9.74,1.00,0.00,-0.00,-0.00,1.00,0.01,0.00,-0.01,1.00,1

0.46,0.28,0.01,-9.76,0.26,0.12,-9.75,0.26,0.12,-9.75,1.00,0.00,-0.00,-0.00,1.00,0.01,0.00,-0.01,1.00,1

0.50,0.25,0.01,-9.75,0.23,0.12,-9.75,0.23,0.12,-9.75,1.00,0.00,-0.00,-0.00,1.00,0.01,0.00,-0.01,1.00,1

0.53,0.27,0.01,-9.74,0.24,0.13,-9.74,0.24,0.13,-9.74,1.00,0.00,-0.00,-0.00,1.00,0.01,0.00,-0.01,1.00,1

0.56,0.29,0.01,-9.74,0.26,0.13,-9.74,0.26,0.13,-9.74,1.00,0.00,-0.00,-0.00,1.00,0.01,0.00,-0.01,1.00,1

0.60,0.27,0.03,-9.73,0.24,0.16,-9.73,0.24,0.16,-9.73,1.00,0.00,-0.00,-0.00,1.00,0.01,0.00,-0.01,1.00,1

0.63,0.27,0.01,-9.73,0.25,0.15,-9.73,0.25,0.15,-9.73,1.00,0.01,-0.00,-0.01,1.00,0.01,0.00,-0.01,1.00,1

0.66,0.28,0.01,-9.73,0.25,0.15,-9.73,0.25,0.15,-9.73,1.00,0.01,-0.00,-0.01,1.00,0.01,0.00,-0.01,1.00,1

0.69,0.28,0.01,-9.75,0.25,0.16,-9.74,0.25,0.16,-9.74,1.00,0.01,-0.00,-0.01,1.00,0.02,0.00,-0.02,1.00,1

0.73,0.27,0.03,-9.74,0.24,0.18,-9.74,0.24,0.18,-9.74,1.00,0.01,-0.00,-0.01,1.00,0.02,0.00,-0.02,1.00,1

0.76,0.27,0.03,-9.72,0.24,0.20,-9.72,0.24,0.20,-9.72,1.00,0.01,-0.00,-0.01,1.00,0.02,0.00,-0.02,1.00,1

0.79,0.29,0.01,-9.74,0.26,0.18,-9.74,0.26,0.18,-9.74,1.00,0.01,-0.00,-0.01,1.00,0.02,0.00,-0.02,1.00,1

0.83,0.30,0.01,-9.73,0.26,0.19,-9.73,0.26,0.19,-9.73,1.00,0.01,-0.00,-0.01,1.00,0.02,0.00,-0.02,1.00,1

0.86,0.27,0.02,-9.74,0.24,0.21,-9.74,0.24,0.21,-9.74,1.00,0.01,-0.00,-0.01,1.00,0.02,0.00,-0.02,1.00,1

0.89,0.31,0.01,-9.73,0.28,0.21,-9.73,0.28,0.21,-9.73,1.00,0.01,-0.00,-0.01,1.00,0.02,0.00,-0.02,1.00,1

0.93,0.28,0.01,-9.73,0.25,0.21,-9.73,0.25,0.21,-9.73,1.00,0.01,-0.00,-0.01,1.00,0.02,0.00,-0.02,1.00,1

0.96,0.28,0.02,-9.75,0.24,0.23,-9.75,0.24,0.23,-9.75,1.00,0.01,-0.00,-0.01,1.00,0.02,0.00,-0.02,1.00,1

0.99,0.33,0.01,-9.72,0.29,0.23,-9.72,0.29,0.23,-9.72,1.00,0.01,-0.00,-0.01,1.00,0.02,0.00,-0.02,1.00,1

1.02,0.31,0.00,-9.72,0.27,0.22,-9.72,0.27,0.22,-9.72,1.00,0.01,-0.00,-0.01,1.00,0.02,0.00,-0.02,1.00,1

1.06,0.27,0.01,-9.76,0.23,0.24,-9.76,0.23,0.24,-9.76,1.00,0.01,-0.00,-0.01,1.00,0.02,0.00,-0.02,1.00,1

1.09,0.27,0.01,-9.74,0.23,0.24,-9.74,0.23,0.24,-9.74,1.00,0.01,-0.00,-0.01,1.00,0.02,0.00,-0.02,1.00,1

1.12,0.30,0.02,-9.72,0.26,0.26,-9.72,0.26,0.26,-9.72,1.00,0.01,-0.00,-0.01,1.00,0.02,0.00,-0.02,1.00,1

1.16,0.33,0.02,-9.74,0.28,0.27,-9.74,0.28,0.27,-9.74,1.00,0.01,-0.00,-0.01,1.00,0.03,0.00,-0.03,1.00,1

1.19,0.26,0.01,-9.72,0.21,0.27,-9.72,0.21,0.27,-9.72,1.00,0.01,-0.00,-0.01,1.00,0.03,0.01,-0.03,1.00,1

1.22,0.26,0.02,-9.72,0.21,0.28,-9.71,0.21,0.28,-9.71,1.00,0.01,-0.01,-0.01,1.00,0.03,0.01,-0.03,1.00,1

1.25,0.35,0.01,-9.75,0.29,0.28,-9.74,0.29,0.28,-9.74,1.00,0.01,-0.01,-0.01,1.00,0.03,0.01,-0.03,1.00,1

1.29,0.34,0.02,-9.75,0.28,0.29,-9.74,0.28,0.29,-9.74,1.00,0.01,-0.01,-0.01,1.00,0.03,0.01,-0.03,1.00,1

1.32,0.24,0.01,-9.73,0.19,0.29,-9.73,0.19,0.29,-9.73,1.00,0.01,-0.01,-0.01,1.00,0.03,0.01,-0.03,1.00,1

1.35,0.31,0.03,-9.73,0.25,0.32,-9.73,0.25,0.32,-9.73,1.00,0.01,-0.01,-0.01,1.00,0.03,0.01,-0.03,1.00,1

1.39,0.32,0.02,-9.73,0.26,0.31,-9.73,0.26,0.31,-9.73,1.00,0.01,-0.01,-0.01,1.00,0.03,0.01,-0.03,1.00,1

1.42,0.26,0.02,-9.73,0.20,0.33,-9.72,0.20,0.33,-9.72,1.00,0.01,-0.01,-0.01,1.00,0.03,0.01,-0.03,1.00,1

1.45,0.28,0.02,-9.74,0.22,0.33,-9.73,0.22,0.33,-9.73,1.00,0.01,-0.01,-0.01,1.00,0.03,0.01,-0.03,1.00,1

1.49,0.33,0.01,-9.74,0.27,0.33,-9.74,0.27,0.33,-9.74,1.00,0.01,-0.01,-0.01,1.00,0.03,0.01,-0.03,1.00,1

1.52,0.29,0.02,-9.73,0.22,0.35,-9.73,0.22,0.35,-9.73,1.00,0.01,-0.01,-0.01,1.00,0.03,0.01,-0.03,1.00,1

1.55,0.26,0.02,-9.72,0.20,0.35,-9.71,0.20,0.35,-9.71,1.00,0.01,-0.01,-0.01,1.00,0.03,0.01,-0.03,1.00,1

1.59,0.30,0.02,-9.74,0.23,0.36,-9.74,0.23,0.36,-9.74,1.00,0.01,-0.01,-0.01,1.00,0.03,0.01,-0.03,1.00,1

1.62,0.31,0.01,-9.73,0.23,0.35,-9.73,0.23,0.35,-9.73,1.00,0.01,-0.01,-0.01,1.00,0.04,0.01,-0.04,1.00,1

1.65,0.28,0.01,-9.73,0.21,0.36,-9.73,0.21,0.36,-9.73,1.00,0.01,-0.01,-0.01,1.00,0.04,0.01,-0.04,1.00,1

1.68,0.29,0.01,-9.72,0.22,0.37,-9.72,0.22,0.37,-9.72,1.00,0.01,-0.01,-0.01,1.00,0.04,0.01,-0.04,1.00,1

1.72,0.31,0.03,-9.73,0.24,0.39,-9.73,0.24,0.39,-9.73,1.00,0.01,-0.01,-0.01,1.00,0.04,0.01,-0.04,1.00,1

1.75,0.30,0.02,-9.72,0.22,0.39,-9.71,0.22,0.39,-9.71,1.00,0.01,-0.01,-0.01,1.00,0.04,0.01,-0.04,1.00,1

1.78,0.28,0.02,-9.74,0.20,0.40,-9.74,0.20,0.40,-9.74,1.00,0.01,-0.01,-0.01,1.00,0.04,0.01,-0.04,1.00,1

1.82,0.28,0.02,-9.74,0.20,0.41,-9.73,0.20,0.41,-9.73,1.00,0.01,-0.01,-0.01,1.00,0.04,0.01,-0.04,1.00,1

1.85,0.30,0.00,-9.74,0.22,0.40,-9.73,0.22,0.40,-9.73,1.00,0.01,-0.01,-0.01,1.00,0.04,0.01,-0.04,1.00,1

1.88,0.31,0.02,-9.73,0.22,0.42,-9.73,0.22,0.42,-9.73,1.00,0.01,-0.01,-0.01,1.00,0.04,0.01,-0.04,1.00,1

1.92,0.28,0.02,-9.72,0.20,0.43,-9.72,0.20,0.43,-9.72,1.00,0.01,-0.01,-0.01,1.00,0.04,0.01,-0.04,1.00,1

1.95,0.28,0.03,-9.72,0.19,0.44,-9.71,0.19,0.44,-9.71,1.00,0.02,-0.01,-0.01,1.00,0.04,0.01,-0.04,1.00,1

1.98,0.31,0.01,-9.74,0.22,0.43,-9.73,0.22,0.43,-9.73,1.00,0.02,-0.01,-0.01,1.00,0.04,0.01,-0.04,1.00,1

2.02,0.31,0.03,-9.73,0.21,0.46,-9.72,0.21,0.46,-9.72,1.00,0.02,-0.01,-0.02,1.00,0.04,0.01,-0.04,1.00,1

2.05,0.28,0.01,-9.73,0.19,0.45,-9.72,0.19,0.45,-9.72,1.00,0.02,-0.01,-0.02,1.00,0.04,0.01,-0.04,1.00,1

2.08,0.29,0.01,-9.74,0.20,0.46,-9.73,0.20,0.46,-9.73,1.00,0.02,-0.01,-0.02,1.00,0.05,0.01,-0.05,1.00,1

2.11,0.31,0.01,-9.73,0.21,0.47,-9.72,0.21,0.47,-9.72,1.00,0.02,-0.01,-0.02,1.00,0.05,0.01,-0.05,1.00,1

2.15,0.27,0.01,-9.74,0.18,0.47,-9.73,0.18,0.47,-9.73,1.00,0.02,-0.01,-0.02,1.00,0.05,0.01,-0.05,1.00,1

2.18,0.30,0.02,-9.73,0.20,0.49,-9.72,0.20,0.49,-9.72,1.00,0.02,-0.01,-0.02,1.00,0.05,0.01,-0.05,1.00,1

2.21,0.31,0.03,-9.73,0.21,0.51,-9.72,0.21,0.51,-9.72,1.00,0.02,-0.01,-0.02,1.00,0.05,0.01,-0.05,1.00,1

2.25,0.29,0.01,-9.74,0.19,0.49,-9.73,0.19,0.49,-9.73,1.00,0.02,-0.01,-0.02,1.00,0.05,0.01,-0.05,1.00,1

2.28,0.29,0.03,-9.74,0.18,0.51,-9.72,0.18,0.51,-9.72,1.00,0.02,-0.01,-0.02,1.00,0.05,0.01,-0.05,1.00,1

2.31,0.30,0.01,-9.74,0.20,0.51,-9.73,0.20,0.51,-9.73,1.00,0.02,-0.01,-0.02,1.00,0.05,0.01,-0.05,1.00,1

2.34,0.29,0.02,-9.72,0.19,0.52,-9.71,0.19,0.52,-9.71,1.00,0.02,-0.01,-0.02,1.00,0.05,0.01,-0.05,1.00,1

2.38,0.28,0.02,-9.75,0.17,0.53,-9.73,0.17,0.53,-9.73,1.00,0.02,-0.01,-0.02,1.00,0.05,0.01,-0.05,1.00,1

